name,local name,homepage,Alternative names,image url,country,city,key subjects,key subject scores,institutions
Federal University of Technology – Paraná,,http://www.utfpr.edu.br/,['CEFET-Paraná'],https://upload.wikimedia.org/wikipedia/commons/f/fe/UTFPR_100_anos_em_230909.JPG,Brazil,Curitiba,"['Physics', 'Biology', 'Computer science', 'Engineering', 'Philosophy', 'Mathematics', 'Chemistry', 'Art', 'Humanities', 'Quantum mechanics', 'Organic chemistry']","[47.8, 42.5, 40.7, 40.0, 38.8, 32.7, 31.8, 31.7, 27.6, 26.6, 20.2]",[]
Universidade Federal Rural do Rio de Janeiro,Universidade Federal Rural do Rio de Janeiro,http://www.ufrrj.br/portal/modulo/home/index.php,[],https://upload.wikimedia.org/wikipedia/commons/c/cd/Logo_UFRRJ_3.jpg,Brazil,Seropédica,"['Biology', 'Ecology', 'Chemistry', 'Medicine', 'Philosophy', 'Art', 'Geology', 'Humanities', 'Physics', 'Botany', 'Geography', 'Genetics', 'Biochemistry']","[62.6, 35.4, 34.3, 32.5, 32.1, 29.8, 26.2, 26.2, 26.2, 25.6, 24.8, 21.0, 20.1]",[]
Universidade do Vale do Rio dos Sinos,,http://www.unisinos.br/,[],https://upload.wikimedia.org/wikipedia/commons/b/b9/Logotipo_Unisinos.jpg,Brazil,São Leopoldo,"['Philosophy', 'Art', 'Humanities', 'Political science', 'Biology', 'Computer science', 'Sociology', 'Psychology', 'Physics']","[57.2, 50.3, 45.1, 33.1, 28.6, 26.1, 23.3, 21.3, 20.6]",[]
Federal University of Maranhão,,http://portais.ufma.br/PortalUfma/index.jsf,[],https://upload.wikimedia.org/wikipedia/commons/0/03/CUniversitaria.jpg,Brazil,São Luís,"['Biology', 'Philosophy', 'Medicine', 'Art', 'Humanities', 'Physics', 'Chemistry', 'Mathematics']","[45.0, 42.8, 40.8, 38.9, 35.6, 25.0, 24.5, 20.5]",['Hospital Universitário da Universidade Federal do Maranhão']
Federal University of the State of Rio de Janeiro,,http://www.unirio.br/,[],https://upload.wikimedia.org/wikipedia/commons/a/a1/UNIRIO_Logo.svg,Brazil,Rio de Janeiro,"['Philosophy', 'Art', 'Humanities', 'Medicine', 'Biology', 'Political science', 'Psychology']","[52.7, 47.8, 43.2, 36.3, 34.6, 24.1, 21.3]",[]
Universidade Federal do ABC,,http://www.ufabc.edu.br/,[],https://upload.wikimedia.org/wikipedia/commons/b/be/Logo_UFABC.svg,Brazil,Santo André,"['Physics', 'Quantum mechanics', 'Biology', 'Chemistry', 'Engineering', 'Mathematics', 'Computer science', 'Materials science', 'Organic chemistry', 'Medicine', 'Philosophy', 'Biochemistry']","[60.1, 47.8, 47.5, 41.1, 40.7, 36.5, 35.2, 30.5, 28.4, 25.5, 23.0, 22.8]",[]
Pontifícia Universidade Católica de Minas Gerais,Pontifícia Universidade Católica de Minas Gerais,http://www.pucminas.br/destaques/destaques.php,[],,Brazil,Belo Horizonte,"['Philosophy', 'Art', 'Humanities', 'Political science', 'Biology', 'Medicine', 'Computer science']","[59.4, 53.7, 49.4, 28.3, 23.8, 21.5, 20.8]",[]
Federal University of Amazonas,,http://www.ufam.edu.br/,[],https://upload.wikimedia.org/wikipedia/commons/d/df/Brasao_ufam_2011.jpg,Brazil,Manaus,"['Biology', 'Philosophy', 'Art', 'Medicine', 'Humanities', 'Chemistry', 'Physics', 'Ecology', 'Computer science', 'Geography']","[51.3, 38.5, 33.9, 33.2, 30.7, 27.8, 26.0, 25.7, 23.0, 22.8]",[]
Pontifícia Universidade Católica do Paraná,,http://www.pucpr.br/,[],https://upload.wikimedia.org/wikipedia/commons/f/f0/Pucpr-logo.jpg,Brazil,Curitiba,"['Biology', 'Philosophy', 'Medicine', 'Art', 'Computer science', 'Humanities', 'Mathematics', 'Political science', 'Physics', 'Psychology', 'Engineering', 'Internal medicine', 'Chemistry']","[43.9, 40.9, 40.6, 32.0, 31.0, 27.7, 25.9, 25.7, 24.6, 23.9, 22.9, 22.7, 21.7]",[]
State University of Ceará,,http://www.uece.br/uece/,[],https://upload.wikimedia.org/wikipedia/commons/4/45/Bras%%C3%%A3o_da_UECE.png,Brazil,Fortaleza,"['Philosophy', 'Art', 'Medicine', 'Humanities', 'Biology', 'Psychology', 'Chemistry', 'Political science']","[50.5, 45.1, 44.5, 42.0, 40.4, 24.9, 24.2, 22.1]",[]
